Zbx;Zby;Ab;Clip;Zsx;Zsy;ds;epssp
0.014285714285714263;0.54;0.0004285714285714286;1106.0;-0.22500000000000003;-0.5;0.01;0.0
-0.007142857142857173;0.54;0.0004285714285714286;1107.0;-0.22500000000000003;-0.25;0.01;0.0
-0.028571428571428595;0.54;0.0004285714285714286;1108.0;-0.22500000000000003;0.0;0.01;0.0
-0.05000000000000002;0.54;0.0004285714285714286;1109.0;-0.22500000000000003;0.25;0.01;0.0
-0.07142857142857145;0.54;0.0004285714285714286;1110.0;-0.22500000000000003;0.5;0.01;0.0
-0.09285714285714289;0.54;0.0004285714285714286;1111.0;0.475;-0.09999999999999999;0.025;0.0
-0.1142857142857143;0.54;0.0004285714285714286;1112.0;0.475;-0.033333333333333326;0.025;0.0
-0.13571428571428573;0.54;0.0004285714285714286;1113.0;0.475;0.03333333333333334;0.025;0.0
-0.15714285714285717;0.54;0.0004285714285714286;1114.0;0.475;0.09999999999999999;0.025;0.0
-0.1785714285714286;0.54;0.0004285714285714286;1115.0;;;;
-0.20000000000000004;0.54;0.0004285714285714286;1116.0;;;;
-0.22142857142857145;0.54;0.0004285714285714286;1117.0;;;;
-0.24285714285714285;0.54;0.0004285714285714286;1118.0;;;;
-0.26428571428571435;0.54;0.0004285714285714286;1119.0;;;;
0.014285714285714263;0.52;0.0004285714285714286;1120.0;;;;
-0.007142857142857173;0.52;0.0004285714285714286;1121.0;;;;
-0.028571428571428595;0.52;0.0004285714285714286;1122.0;;;;
-0.05000000000000002;0.52;0.0004285714285714286;1123.0;;;;
-0.07142857142857145;0.52;0.0004285714285714286;1124.0;;;;
-0.09285714285714289;0.52;0.0004285714285714286;1125.0;;;;
-0.1142857142857143;0.52;0.0004285714285714286;1126.0;;;;
-0.13571428571428573;0.52;0.0004285714285714286;1127.0;;;;
-0.15714285714285717;0.52;0.0004285714285714286;1128.0;;;;
-0.1785714285714286;0.52;0.0004285714285714286;1129.0;;;;
-0.20000000000000004;0.52;0.0004285714285714286;1130.0;;;;
-0.22142857142857145;0.52;0.0004285714285714286;1131.0;;;;
-0.24285714285714285;0.52;0.0004285714285714286;1132.0;;;;
-0.26428571428571435;0.52;0.0004285714285714286;1133.0;;;;
0.014285714285714263;0.5;0.0004285714285714286;1134.0;;;;
-0.007142857142857173;0.5;0.0004285714285714286;1135.0;;;;
-0.028571428571428595;0.5;0.0004285714285714286;1136.0;;;;
-0.05000000000000002;0.5;0.0004285714285714286;1137.0;;;;
-0.07142857142857145;0.5;0.0004285714285714286;1138.0;;;;
-0.09285714285714289;0.5;0.0004285714285714286;1139.0;;;;
-0.1142857142857143;0.5;0.0004285714285714286;1140.0;;;;
-0.13571428571428573;0.5;0.0004285714285714286;1141.0;;;;
-0.15714285714285717;0.5;0.0004285714285714286;1142.0;;;;
-0.1785714285714286;0.5;0.0004285714285714286;1143.0;;;;
-0.20000000000000004;0.5;0.0004285714285714286;1144.0;;;;
-0.22142857142857145;0.5;0.0004285714285714286;1145.0;;;;
-0.24285714285714285;0.5;0.0004285714285714286;1146.0;;;;
-0.26428571428571435;0.5;0.0004285714285714286;1147.0;;;;
0.014285714285714263;0.48000000000000004;0.0004285714285714286;1148.0;;;;
-0.007142857142857173;0.48000000000000004;0.0004285714285714286;1149.0;;;;
-0.028571428571428595;0.48000000000000004;0.0004285714285714286;1150.0;;;;
-0.05000000000000002;0.48000000000000004;0.0004285714285714286;1151.0;;;;
-0.07142857142857145;0.48000000000000004;0.0004285714285714286;1152.0;;;;
-0.09285714285714289;0.48000000000000004;0.0004285714285714286;1153.0;;;;
-0.1142857142857143;0.48000000000000004;0.0004285714285714286;1154.0;;;;
-0.13571428571428573;0.48000000000000004;0.0004285714285714286;1155.0;;;;
-0.15714285714285717;0.48000000000000004;0.0004285714285714286;1156.0;;;;
-0.1785714285714286;0.48000000000000004;0.0004285714285714286;1157.0;;;;
-0.20000000000000004;0.48000000000000004;0.0004285714285714286;1158.0;;;;
-0.22142857142857145;0.48000000000000004;0.0004285714285714286;1159.0;;;;
-0.24285714285714285;0.48000000000000004;0.0004285714285714286;1160.0;;;;
-0.26428571428571435;0.48000000000000004;0.0004285714285714286;1161.0;;;;
0.014285714285714263;0.46;0.0004285714285714286;1162.0;;;;
-0.007142857142857173;0.46;0.0004285714285714286;1163.0;;;;
-0.028571428571428595;0.46;0.0004285714285714286;1164.0;;;;
-0.05000000000000002;0.46;0.0004285714285714286;1165.0;;;;
-0.07142857142857145;0.46;0.0004285714285714286;1166.0;;;;
-0.09285714285714289;0.46;0.0004285714285714286;1167.0;;;;
-0.1142857142857143;0.46;0.0004285714285714286;1168.0;;;;
-0.13571428571428573;0.46;0.0004285714285714286;1169.0;;;;
-0.15714285714285717;0.46;0.0004285714285714286;1170.0;;;;
-0.1785714285714286;0.46;0.0004285714285714286;1171.0;;;;
-0.20000000000000004;0.46;0.0004285714285714286;1172.0;;;;
-0.22142857142857145;0.46;0.0004285714285714286;1173.0;;;;
-0.24285714285714285;0.46;0.0004285714285714286;1174.0;;;;
-0.26428571428571435;0.46;0.0004285714285714286;1175.0;;;;
0.014285714285714263;0.44000000000000006;0.0004285714285714286;1176.0;;;;
-0.007142857142857173;0.44000000000000006;0.0004285714285714286;1177.0;;;;
-0.028571428571428595;0.44000000000000006;0.0004285714285714286;1178.0;;;;
-0.05000000000000002;0.44000000000000006;0.0004285714285714286;1179.0;;;;
-0.07142857142857145;0.44000000000000006;0.0004285714285714286;1180.0;;;;
-0.09285714285714289;0.44000000000000006;0.0004285714285714286;1181.0;;;;
-0.1142857142857143;0.44000000000000006;0.0004285714285714286;1182.0;;;;
-0.13571428571428573;0.44000000000000006;0.0004285714285714286;1183.0;;;;
-0.15714285714285717;0.44000000000000006;0.0004285714285714286;1184.0;;;;
-0.1785714285714286;0.44000000000000006;0.0004285714285714286;1185.0;;;;
-0.20000000000000004;0.44000000000000006;0.0004285714285714286;1186.0;;;;
-0.22142857142857145;0.44000000000000006;0.0004285714285714286;1187.0;;;;
-0.24285714285714285;0.44000000000000006;0.0004285714285714286;1188.0;;;;
-0.26428571428571435;0.44000000000000006;0.0004285714285714286;1189.0;;;;
0.014285714285714263;0.42000000000000004;0.0004285714285714286;1190.0;;;;
-0.007142857142857173;0.42000000000000004;0.0004285714285714286;1191.0;;;;
-0.028571428571428595;0.42000000000000004;0.0004285714285714286;1192.0;;;;
-0.05000000000000002;0.42000000000000004;0.0004285714285714286;1193.0;;;;
-0.07142857142857145;0.42000000000000004;0.0004285714285714286;1194.0;;;;
-0.09285714285714289;0.42000000000000004;0.0004285714285714286;1195.0;;;;
-0.1142857142857143;0.42000000000000004;0.0004285714285714286;1196.0;;;;
-0.13571428571428573;0.42000000000000004;0.0004285714285714286;1197.0;;;;
-0.15714285714285717;0.42000000000000004;0.0004285714285714286;1198.0;;;;
-0.1785714285714286;0.42000000000000004;0.0004285714285714286;1199.0;;;;
-0.20000000000000004;0.42000000000000004;0.0004285714285714286;1200.0;;;;
-0.22142857142857145;0.42000000000000004;0.0004285714285714286;1201.0;;;;
-0.24285714285714285;0.42000000000000004;0.0004285714285714286;1202.0;;;;
-0.26428571428571435;0.42000000000000004;0.0004285714285714286;1203.0;;;;
0.014285714285714263;0.4;0.0004285714285714286;1204.0;;;;
-0.007142857142857173;0.4;0.0004285714285714286;1205.0;;;;
-0.028571428571428595;0.4;0.0004285714285714286;1206.0;;;;
-0.05000000000000002;0.4;0.0004285714285714286;1207.0;;;;
-0.07142857142857145;0.4;0.0004285714285714286;1208.0;;;;
-0.09285714285714289;0.4;0.0004285714285714286;1209.0;;;;
-0.1142857142857143;0.4;0.0004285714285714286;1210.0;;;;
-0.13571428571428573;0.4;0.0004285714285714286;1211.0;;;;
-0.15714285714285717;0.4;0.0004285714285714286;1212.0;;;;
-0.1785714285714286;0.4;0.0004285714285714286;1213.0;;;;
-0.20000000000000004;0.4;0.0004285714285714286;1214.0;;;;
-0.22142857142857145;0.4;0.0004285714285714286;1215.0;;;;
-0.24285714285714285;0.4;0.0004285714285714286;1216.0;;;;
-0.26428571428571435;0.4;0.0004285714285714286;1217.0;;;;
0.014285714285714263;0.38;0.0004285714285714286;1218.0;;;;
-0.007142857142857173;0.38;0.0004285714285714286;1219.0;;;;
-0.028571428571428595;0.38;0.0004285714285714286;1220.0;;;;
-0.05000000000000002;0.38;0.0004285714285714286;1221.0;;;;
-0.07142857142857145;0.38;0.0004285714285714286;1222.0;;;;
-0.09285714285714289;0.38;0.0004285714285714286;1223.0;;;;
-0.1142857142857143;0.38;0.0004285714285714286;1224.0;;;;
-0.13571428571428573;0.38;0.0004285714285714286;1225.0;;;;
-0.15714285714285717;0.38;0.0004285714285714286;1226.0;;;;
-0.1785714285714286;0.38;0.0004285714285714286;1227.0;;;;
-0.20000000000000004;0.38;0.0004285714285714286;1228.0;;;;
-0.22142857142857145;0.38;0.0004285714285714286;1229.0;;;;
-0.24285714285714285;0.38;0.0004285714285714286;1230.0;;;;
-0.26428571428571435;0.38;0.0004285714285714286;1231.0;;;;
0.014285714285714263;0.36000000000000004;0.0004285714285714286;1232.0;;;;
-0.007142857142857173;0.36000000000000004;0.0004285714285714286;1233.0;;;;
-0.028571428571428595;0.36000000000000004;0.0004285714285714286;1234.0;;;;
-0.05000000000000002;0.36000000000000004;0.0004285714285714286;1235.0;;;;
-0.07142857142857145;0.36000000000000004;0.0004285714285714286;1236.0;;;;
-0.09285714285714289;0.36000000000000004;0.0004285714285714286;1237.0;;;;
-0.1142857142857143;0.36000000000000004;0.0004285714285714286;1238.0;;;;
-0.13571428571428573;0.36000000000000004;0.0004285714285714286;1239.0;;;;
-0.15714285714285717;0.36000000000000004;0.0004285714285714286;1240.0;;;;
-0.1785714285714286;0.36000000000000004;0.0004285714285714286;1241.0;;;;
-0.20000000000000004;0.36000000000000004;0.0004285714285714286;1242.0;;;;
-0.22142857142857145;0.36000000000000004;0.0004285714285714286;1243.0;;;;
-0.24285714285714285;0.36000000000000004;0.0004285714285714286;1244.0;;;;
-0.26428571428571435;0.36000000000000004;0.0004285714285714286;1245.0;;;;
0.014285714285714263;0.34;0.0004285714285714286;1246.0;;;;
-0.007142857142857173;0.34;0.0004285714285714286;1247.0;;;;
-0.028571428571428595;0.34;0.0004285714285714286;1248.0;;;;
-0.05000000000000002;0.34;0.0004285714285714286;1249.0;;;;
-0.07142857142857145;0.34;0.0004285714285714286;1250.0;;;;
-0.09285714285714289;0.34;0.0004285714285714286;1251.0;;;;
-0.1142857142857143;0.34;0.0004285714285714286;1252.0;;;;
-0.13571428571428573;0.34;0.0004285714285714286;1253.0;;;;
-0.15714285714285717;0.34;0.0004285714285714286;1254.0;;;;
-0.1785714285714286;0.34;0.0004285714285714286;1255.0;;;;
-0.20000000000000004;0.34;0.0004285714285714286;1256.0;;;;
-0.22142857142857145;0.34;0.0004285714285714286;1257.0;;;;
-0.24285714285714285;0.34;0.0004285714285714286;1258.0;;;;
-0.26428571428571435;0.34;0.0004285714285714286;1259.0;;;;
0.014285714285714263;0.32000000000000006;0.0004285714285714286;1260.0;;;;
-0.007142857142857173;0.32000000000000006;0.0004285714285714286;1261.0;;;;
-0.028571428571428595;0.32000000000000006;0.0004285714285714286;1262.0;;;;
-0.05000000000000002;0.32000000000000006;0.0004285714285714286;1263.0;;;;
-0.07142857142857145;0.32000000000000006;0.0004285714285714286;1264.0;;;;
-0.09285714285714289;0.32000000000000006;0.0004285714285714286;1265.0;;;;
-0.1142857142857143;0.32000000000000006;0.0004285714285714286;1266.0;;;;
-0.13571428571428573;0.32000000000000006;0.0004285714285714286;1267.0;;;;
-0.15714285714285717;0.32000000000000006;0.0004285714285714286;1268.0;;;;
-0.1785714285714286;0.32000000000000006;0.0004285714285714286;1269.0;;;;
-0.20000000000000004;0.32000000000000006;0.0004285714285714286;1270.0;;;;
-0.22142857142857145;0.32000000000000006;0.0004285714285714286;1271.0;;;;
-0.24285714285714285;0.32000000000000006;0.0004285714285714286;1272.0;;;;
-0.26428571428571435;0.32000000000000006;0.0004285714285714286;1273.0;;;;
0.014285714285714263;0.30000000000000004;0.0004285714285714286;1274.0;;;;
-0.007142857142857173;0.30000000000000004;0.0004285714285714286;1275.0;;;;
-0.028571428571428595;0.30000000000000004;0.0004285714285714286;1276.0;;;;
-0.05000000000000002;0.30000000000000004;0.0004285714285714286;1277.0;;;;
-0.07142857142857145;0.30000000000000004;0.0004285714285714286;1278.0;;;;
-0.09285714285714289;0.30000000000000004;0.0004285714285714286;1279.0;;;;
-0.1142857142857143;0.30000000000000004;0.0004285714285714286;1280.0;;;;
-0.13571428571428573;0.30000000000000004;0.0004285714285714286;1281.0;;;;
-0.15714285714285717;0.30000000000000004;0.0004285714285714286;1282.0;;;;
-0.1785714285714286;0.30000000000000004;0.0004285714285714286;1283.0;;;;
-0.20000000000000004;0.30000000000000004;0.0004285714285714286;1284.0;;;;
-0.22142857142857145;0.30000000000000004;0.0004285714285714286;1285.0;;;;
-0.24285714285714285;0.30000000000000004;0.0004285714285714286;1286.0;;;;
-0.26428571428571435;0.30000000000000004;0.0004285714285714286;1287.0;;;;
0.014285714285714263;0.28;0.0004285714285714286;1288.0;;;;
-0.007142857142857173;0.28;0.0004285714285714286;1289.0;;;;
-0.028571428571428595;0.28;0.0004285714285714286;1290.0;;;;
-0.05000000000000002;0.28;0.0004285714285714286;1291.0;;;;
-0.07142857142857145;0.28;0.0004285714285714286;1292.0;;;;
